Date,Open,High,Low,Close,Volume,Adj Close
2016-04-01,10132.580078,10593.209961,10004.769531,10436.919922,4087129000,10436.919922
2016-03-01,9626.879883,10281.69043,9613.959961,10207.379883,4379759000,10207.379883
2016-02-01,9578.919922,9682.929688,8944.049805,9559.530273,4881887000,9559.530273
2016-01-04,10020.049805,10039.959961,8937.990234,9632.709961,5153017800,9632.709961
2015-12-01,10447.05957,10523.790039,9880.419922,10143.419922,3922935900,10143.419922
