Date,Open,High,Low,Close,Volume,Adj Close
2016-04-01,150.509995,153.520004,142.610001,145.940002,4700300,144.545074
2016-03-01,132.240005,153.100006,132.029999,151.449997,5114800,150.002396
2016-02-01,124.400002,134.919998,116.900002,131.029999,5557100,129.777573
2016-01-04,135.600006,136.889999,118.00,124.790001,7077900,122.347504
2015-12-01,139.580002,141.399994,133.910004,137.619995,4596000,134.926376
